ADDRESS,PINEAPPLES,TX_ID
0x6954EE7EDe83ca555663704FE7E2B1528FF2c619,1,0xe6008c487300d97c25548ea613289de1ff614fdbf2678d203b6efb8ba617011f
0x9510EDb6831673b51E875349296a23184C568A4D,1,0xcec0c0bd80724e240dbf6d15d1816418bd82c9ba0c93eaf302c8028957694bfd
0xb4c628524c0ba86fd8b8bb4376d1a36eec63ae5b,1,0xe2911b00b38cbf596a2c02170bd3acacfb6ad611a2b304ce2bba6f25986f1ceb
0x16Ce6c6662510faF7C34bb1406fd8c20641db9E3,1,0x7f5d4329f3c3346667cfac156339bf39852029eb40241bba523520330a4b0f98
0xD52ec343dd85c891Ed12c5Af72643AC115a953F8,1,0x0b10eb70cd9a563e94f918a394e12b813c57d9f63fb75f12bf670f0694663437
0xdf6DC4560BE393736063111c2E5A745F6eb70a76,1,0x55252e656da4b168fe255a3c5b7806bc1be5a3c4331be49e7ae6c75ab52fc79e
0xf33E5333c9104F278DDB3f0C0A85E40DAD24b9Ba,1,0xeb9b439508333d2c8b685398e5680af494dea593d71767bb6ed36a81f4a97e9d
0xddA1b324EA03E00C4f982FfC6660059abAD5d557,1,0x3c7bc78afd0444cb83730cbb9ae3df6bc0c293ae807d9889b8e09708fd900395
0xBE6F5437C3C73FA238628Fb5dA61A1A07ea0E8f5,1,0xf7ea101d92d024d28ca3faf2c991d72353f4eb6017ea67fd827121a81588cc44
0x14509Bb104Ee513817657A63e87528208f85A4Ce,1,0xaa65729ddbf88ef594134215dc8669fc4d1580aac87a4c6d9daad25245829c55
0xc4996857d25e902eBEa251621b758F86D3761C0f,1,0x47289fcc8662be75a00c16734fc10e84aaed377b3b448b957a33c9869bc0b696
0xf239447Dafa45D4FF2136f3006d445908f43E9c3,5,0x3980e0c7c49dacf348a4b8c46e4eaeb78a338f7c3c24cd918937189d24875ae7
0xF3fdaf217Bef3cDaa6e7ECd9b9f55327238b696A,1,0x1b91174c19fe503e6d7b9c177af1dc842c4ea291c46c4c340e793e83dabd1f78
0x0b8f4c4e7626a91460dac057eb43e0de59d5b44f,1,0xadd197b29b8dd98344717bb3d4ec27853f47903c2e8aa636051222a41be70069
0x0AB6CFe285F078d69363cC3cCA881689de0fc915,1,0x365d8e244c352741e57c800c87c89d8044e4d84b477df5dec339460eeb6390a0
0xEF36f4d2A2f04D9284b1758518A9B8C6371ACCEa,1,0xe7a6eb43f5dc6c661eb87df04128568c6958459d88bd335b5c7ba44bc9b2c129
0x5361c529dcfE935709f288364a54D4551f3821C4,1,0x97a331e86c654e94111f5143e25617ac560b35cfd07f806eb55ef6cba189b3e1
0xe7bBdB1EDD2F3F5036Fc113b98C54A58DA21ca32,1,0x0fcdcdea1641bc6f9c5a4c09e2636b1463395c6b9527903f15afe152c442b1eb
0x9BB53570a65D2AcF2D9D1A5fA7D26A38eCd3C3da,1,0x87a43580df14a120ec58cb901a3d4d8ce14e6b662b6877abd5db313512d3c895
0x10c7f2b4741f5686a42c9fb2002e9e50ca508278,1,0x480dc66d8900689ff12aebcc6aad5f49fc0914124298d2c1c3a599aca7cd6b46
